OBJECTID,CALL_TYPE_FINAL,LOCATION,CURR_DGROUP,callCreatedDateTime,NEIGHBORHOOD,MAP_PAGE,x,y
5225,Theft from Vehicle,500 BLK OF PROTECTORY PL,2,2023-03-13T20:29:00,CRAWFORD-ROBERTS,305,-79.9854213,40.44274018
5226,Theft from Vehicle,200 BLK OF 4TH AVE,2,2023-03-13T19:00:00,CENTRAL BUSINESS DISTRICT,201,-80.002342,40.439682
5227,Theft from Vehicle,1400 BLK OF FALLOWFIELD AVE,6,2023-03-13T16:45:00,BEECHVIEW,1916,-80.02370473,40.41313017
5228,Theft,2500 BLK OF CHAUNCEY DR,2,2023-03-13T14:15:00,BEDFORD DWELLINGS,509,-79.97195284,40.45118945
5229,Theft from Vehicle,500 BLK OF DARGAN ST,5,2023-03-13T14:08:00,BLOOMFIELD,802,-79.95451737,40.46148032
5230,Theft from Vehicle,200 BLK OF ROBINSON ST,4,2023-03-13T14:00:00,WEST OAKLAND,402,-79.96520438,40.43936189
5231,Theft,1100 BLK OF LINCOLN AVE,5,2023-03-13T13:50:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90087319,40.46444194
5232,Theft from Vehicle,300 BLK OF EMERSON ST,4,2023-03-13T13:35:00,SHADYSIDE,708,-79.92368691,40.45767196
5233,Robbery,3200 BLK OF JULIET ST,4,2023-03-13T13:32:00,SOUTH OAKLAND,409,-79.95682803,40.43203338
5234,Theft from Vehicle,200 BLK OF SPAHR ST,4,2023-03-13T12:43:00,SHADYSIDE,705,-79.92694599,40.45776521
5235,Burglary,100 BLK OF S 19TH ST,3,2023-03-13T12:16:00,SOUTH SIDE FLATS,1702,-79.9790679,40.42724135
5236,Theft from Vehicle,5700 BLK OF PIERCE ST,4,2023-03-13T11:20:00,SHADYSIDE,705,-79.93194409,40.45644386
5237,Theft,1500 BLK OF E CARSON ST,3,2023-03-13T06:58:00,SOUTH SIDE FLATS,1702,-79.98280268,40.42900293
5238,Robbery,2000 BLK OF CENTRE AVE,2,2023-03-13T04:37:00,MIDDLE HILL,501,-79.97941408,40.4443519
5239,Theft,900 BLK OF BROOKLINE BLVD,6,2023-03-13T00:51:00,BROOKLINE,1918,-80.01883755,40.39250159
5240,Theft,6200 BLK OF PENN AVE,4,2023-03-13T00:01:00,SHADYSIDE,708,-79.92264129,40.46031631
5241,Theft,300 BLK OF CEDAR AVE,1,2023-03-12T23:19:00,EAST ALLEGHENY,5632,-79.99967238,40.45150127
5242,Theft from Vehicle,700 BLK OF MAGINN AVE,1,2023-03-12T22:00:00,CALIFORNIA-KIRKBRIDE,2507,-80.016059,40.456952
5243,Theft,1300 BLK OF PRITCHARD ST,6,2023-03-12T22:00:00,SHERADEN,2022,-80.06490363,40.4522906
5244,Burglary,2800 BLK OF GLEN MAWR ST,6,2023-03-12T21:07:00,SHERADEN,2018,-80.050989,40.454674
5245,Theft,100 BLK OF LARIMER AVE,5,2023-03-12T20:18:00,EAST LIBERTY,1115,-79.920832,40.461214
5246,Theft,2200 BLK OF BROWNSVILLE RD,3,2023-03-12T19:07:00,CARRICK,2901,-79.986675,40.392259
5247,Theft,LIBERTY AVE & PEARL ST,5,2023-03-12T18:33:00,BLOOMFIELD,802,-79.94987778,40.46209248
5248,Vehicle Theft,100 BLK OF 39TH ST,3,2023-03-12T17:45:00,SOUTH SIDE FLATS,1702,-79.978322,40.429399
5249,Theft,900 BLK OF FREEPORT RD,5,2023-03-12T17:41:00,LINCOLN-LEMINGTON-BELMAR,9800,-79.89431722,40.48808182
5250,Theft,600 BLK OF WOOD ST,2,2023-03-12T16:03:00,CENTRAL BUSINESS DISTRICT,201,-79.99889438,40.44238514
5251,Theft,1600 BLK OF NOBLESTOWN RD,6,2023-03-12T16:00:00,WEST END,2019,-80.032163,40.442039
5252,Theft,1600 BLK OF W CARSON ST,3,2023-03-12T05:02:00,SOUTH SHORE,9807,-80.02134955,40.44213158
5253,Aggravated Assault,300 BLK OF NORTH SHORE DR,1,2023-03-12T03:08:00,NORTH SHORE,9812,-80.0103156,40.44625971
5254,Theft from Vehicle,400 BLK OF SPENCER AVE,3,2023-03-11T23:08:00,CARRICK,2904,-79.97658622,40.39191097
5255,Theft,1700 BLK OF SIDNEY ST,3,2023-03-11T22:40:00,SOUTH SIDE FLATS,1702,-79.98156432,40.42959635
5256,Theft,7700 BLK OF CALWAY ST,5,2023-03-11T22:30:00,HIGHLAND PARK,1106,-79.909188,40.474201
5257,Theft,6000 BLK OF CENTRE AVE,4,2023-03-11T19:12:00,SHADYSIDE,705,-79.9265974,40.45919142
5258,Theft,700 BLK OF 2ND AVE,2,2023-03-11T17:09:00,BLUFF,103,-79.99439768,40.43526818
5259,Vehicle Theft,7400 BLK OF MONTICELLO ST,5,2023-03-11T16:15:00,HOMEWOOD NORTH,1302,-79.89083679,40.45830014
5260,Vehicle Theft,LIBERTY AVE & SMITHFIELD ST,2,2023-03-11T09:30:00,CENTRAL BUSINESS DISTRICT,201,-79.99653686,40.44330466
5261,Theft,900 BLK OF LIBERTY AVE,2,2023-03-11T09:26:00,CENTRAL BUSINESS DISTRICT,201,-79.99661788,40.44354809
5262,Robbery,5TH AVE & GIST ST,2,2023-03-11T07:27:00,BLUFF,305,-79.97944361,40.43830218
5263,Burglary,<100 BLK OF BIGELOW SQ,2,2023-03-11T04:50:00,CENTRAL BUSINESS DISTRICT,201,-79.9948288,40.44040905
5264,Theft,3700 BLK OF BRIGHTON RD,1,2023-03-11T01:34:00,BRIGHTON HEIGHTS,2708,-80.03521319,40.48414053
5265,Burglary,100 BLK OF CALHOUN AVE,3,2023-03-11T00:00:00,CARRICK,2902,-79.98795305,40.40590153
5266,Theft,5600 BLK OF CENTRE AVE,4,2023-03-10T23:03:00,SHADYSIDE,709,-79.93436528,40.45660544
5267,Aggravated Assault,1100 BLK OF HIGHWOOD ST,1,2023-03-10T22:56:00,MARSHALL-SHADELAND,2715,-80.02660261,40.46839464
5268,Theft,4000 BLK OF PENN AVE,2,2023-03-10T20:31:00,CENTRAL LAWRENCEVILLE,902,-79.95609324,40.46565194
5269,Theft from Vehicle,1800 BLK OF BEECHWOOD BLVD,4,2023-03-10T20:22:00,SQUIRREL HILL SOUTH,1408,-79.91392935,40.43776993
5270,Theft,5200 BLK OF KINCAID ST,5,2023-03-10T20:10:00,GARFIELD,1017,-79.94044653,40.46670513
5271,Burglary,2500 BLK OF BEDFORD AVE,2,2023-03-10T19:50:00,BEDFORD DWELLINGS,509,-79.97267188,40.45108017
5272,Theft,2500 BLK OF CHAUNCEY DR,2,2023-03-10T19:00:00,BEDFORD DWELLINGS,509,-79.97208236,40.45113965
5273,Theft,1600 BLK OF 5TH AVE,2,2023-03-10T18:41:00,CRAWFORD-ROBERTS,305,-79.98365806,40.43864695
5274,Theft,1100 BLK OF HIGHWOOD ST,1,2023-03-10T18:36:00,MARSHALL-SHADELAND,2715,-80.02660261,40.46839464
5275,Vehicle Theft,3000 BLK OF LIBERTY AVE,2,2023-03-10T18:24:00,POLISH HILL,605,-79.97142295,40.45835546
5276,Theft,6000 BLK OF CENTRE AVE,4,2023-03-10T18:13:00,SHADYSIDE,705,-79.9265974,40.45919142
5277,Vehicle Theft,6000 BLK OF CENTRE AVE,5,2023-03-10T17:10:00,EAST LIBERTY,1115,-79.9259226,40.45998306
5278,Theft,6000 BLK OF CENTRE AVE,4,2023-03-10T17:02:00,SHADYSIDE,705,-79.9265974,40.45919142
5279,Theft,600 BLK OF LIBERTY AVE,2,2023-03-10T17:00:00,CENTRAL BUSINESS DISTRICT,201,-80.00108407,40.44241444
5280,Theft,600 BLK OF PENN AVE,2,2023-03-10T16:30:00,CENTRAL BUSINESS DISTRICT,201,-80.00212754,40.44305395
5281,Burglary,3700 BLK OF ORPWOOD ST,4,2023-03-10T15:51:00,SOUTH OAKLAND,409,-79.95302059,40.42969188
5282,Aggravated Assault,100 BLK OF AUBURN ST,5,2023-03-10T15:30:00,LARIMER,1208,-79.91737411,40.46464877
5283,Burglary,1100 BLK OF STEUBEN ST,6,2023-03-10T14:30:00,CRAFTON HEIGHTS,2814,-80.04605596,40.44188827
5284,Theft,1100 BLK OF STEUBEN ST,6,2023-03-10T14:30:00,CRAFTON HEIGHTS,2814,-80.04605596,40.44188827
5285,Theft,1200 BLK OF BRIGHTON RD,1,2023-03-10T14:12:00,CENTRAL NORTHSIDE,2206,-80.0155019,40.45500765
5286,Vehicle Theft,200 BLK OF GLEN CALADAH ST,4,2023-03-10T13:43:00,HAZELWOOD,1515,-79.941842,40.409499
5287,Burglary,100 BLK OF BELTZHOOVER AVE,3,2023-03-10T12:40:00,MOUNT WASHINGTON,1807,-79.99766535,40.42313455
5288,Theft,1700 BLK OF MURRAY AVE,4,2023-03-10T10:43:00,SQUIRREL HILL SOUTH,1413,-79.92315141,40.43791694
5289,Robbery,SMITHFIELD STREET BRIDGE - DOWNTOWN SIDE ,2,2023-03-10T08:53:00,CENTRAL BUSINESS DISTRICT,201,-80.00095,40.436689
5290,Theft,800 BLK OF CHARTIERS AVE,6,2023-03-10T08:25:00,ELLIOTT,5626,-80.03947199,40.44309008
5291,Theft,1600 BLK OF COLWELL ST,2,2023-03-10T03:30:00,CRAWFORD-ROBERTS,305,-79.98375202,40.43901006
5292,Burglary,2700 BLK OF BURHAM ST,3,2023-03-09T22:08:00,SOUTH SIDE SLOPES,1608,-79.96944346,40.42089751
5293,Theft,1200 BLK OF LIVERPOOL ST,1,2023-03-09T19:42:00,MANCHESTER,2107,-80.02293864,40.4554597
5294,Theft,1400 BLK OF ARCH ST,1,2023-03-09T18:30:00,CENTRAL NORTHSIDE,2503,-80.00928115,40.45784455
5295,Theft,400 BLK OF N HIGHLAND AVE,5,2023-03-09T17:53:00,EAST LIBERTY,1115,-79.92217164,40.46515781
5296,Vehicle Theft,7800 BLK OF HAMILTON AVE,5,2023-03-09T17:45:00,HOMEWOOD SOUTH,1304,-79.8874552,40.45219101
5297,Theft,10000 BLK OF W O'HARE AVE,1,2023-03-09T17:15:00,EAST ALLEGHENY,2304,-80.000678,40.451133
5298,Theft from Vehicle,800 BLK OF BEECH AVE,1,2023-03-09T15:42:00,ALLEGHENY WEST,5627,-80.01583362,40.4528231
5299,Burglary,4600 BLK OF ROSINA WAY,5,2023-03-09T14:47:00,BLOOMFIELD,903,-79.95109225,40.46455695
5300,Theft,1100 BLK OF FEDERAL ST,1,2023-03-09T14:30:00,CENTRAL NORTHSIDE,2206,-80.00653562,40.45588352
5301,Theft from Vehicle,1700 BLK OF CLIFF ST,2,2023-03-09T10:45:00,CRAWFORD-ROBERTS,305,-79.98616309,40.44607936
5302,Theft,200 BLK OF N CRAIG ST,4,2023-03-09T07:26:00,NORTH OAKLAND,404,-79.9510405,40.44933526
5303,Theft,200 BLK OF S HIGHLAND AVE,4,2023-03-09T05:01:00,SHADYSIDE,708,-79.92479891,40.45839049
5304,Theft,5400 BLK OF BROAD ST,5,2023-03-09T02:10:00,GARFIELD,1017,-79.93606704,40.46575642
5305,Theft,100 BLK OF VAN BUREN ST,1,2023-03-09T01:30:00,SUMMER HILL,2612,-80.01683665,40.49844195
5306,Vehicle Theft,1600 BLK OF 5TH AVE,2,2023-03-09T00:56:00,BLUFF,103,-79.98386147,40.4382564
5307,Theft,3500 BLK OF LIGONIER ST,2,2023-03-08T23:50:00,LOWER LAWRENCEVILLE,603,-79.96460355,40.46356768
5308,Theft,4800 BLK OF LIBERTY AVE,5,2023-03-08T23:04:00,BLOOMFIELD,809,-79.94730956,40.46117163
5309,Theft from Vehicle,500 BLK OF ROSS ST,2,2023-03-08T22:45:00,CENTRAL BUSINESS DISTRICT,201,-79.99488221,40.43971815
5310,Theft from Vehicle,4000 BLK OF OAKDALE ST,1,2023-03-08T22:00:00,PERRY NORTH,2602,-80.02758741,40.49118673
5311,Theft,3000 BLK OF PENN AVE,2,2023-03-08T20:55:00,STRIP DISTRICT,203,-79.97193836,40.45960168
5312,Theft,5300 BLK OF WILKINS AVE,2,2023-03-08T20:05:00,CENTRAL BUSINESS DISTRICT,201,-79.995228,40.442579
5313,Theft,100 BLK OF N DITHRIDGE ST,4,2023-03-08T19:19:00,NORTH OAKLAND,404,-79.95108643,40.44834177
5314,Burglary,2600 BLK OF MISSION ST,3,2023-03-08T19:00:00,SOUTH SIDE SLOPES,1608,-79.970348,40.422505
5315,Theft from Vehicle,1800 BLK OF LOCUST ST,2,2023-03-08T18:56:00,BLUFF,103,-79.98029107,40.43670063
5316,Theft,900 BLK OF FREEPORT RD,5,2023-03-08T18:48:00,LINCOLN-LEMINGTON-BELMAR,9800,-79.89431722,40.48808182
5317,Theft,2000 BLK OF WHARTON ST,3,2023-03-08T17:40:00,SOUTH SIDE FLATS,1702,-79.978241,40.430498
5318,Aggravated Assault,500 BLK OF MARSHALL AVE,1,2023-03-08T16:35:00,PERRY SOUTH,2615,-80.018935,40.471342
5319,Theft,6000 BLK OF CENTRE AVE,4,2023-03-08T15:16:00,SHADYSIDE,705,-79.9265974,40.45919142
5320,Robbery,<100 BLK OF MARKET ST,2,2023-03-08T13:32:00,CENTRAL BUSINESS DISTRICT,201,-80.004214,40.43813
5321,Theft,5600 BLK OF BAUM BLVD,5,2023-03-08T13:08:00,FRIENDSHIP,807,-79.93429486,40.45794948
5322,Robbery,300 BLK OF CEDAR AVE,1,2023-03-08T12:20:00,EAST ALLEGHENY,5632,-79.99967238,40.45150127
5323,Theft,600 BLK OF SMITHFIELD ST,2,2023-03-08T12:15:00,CENTRAL BUSINESS DISTRICT,201,-79.99794346,40.44197665
5324,Theft,4800 BLK OF LIBERTY AVE,5,2023-03-08T07:45:00,BLOOMFIELD,809,-79.94730956,40.46117163
5325,Vehicle Theft,400 BLK OF ROSEDALE ST,5,2023-03-08T07:24:00,HOMEWOOD SOUTH,1304,-79.88784764,40.44865567
5326,Theft from Vehicle,<100 BLK OF BEDFORD SQ,3,2023-03-08T04:46:00,SOUTH SIDE FLATS,1702,-79.986463,40.429452
5327,Burglary,200 BLK OF S HIGHLAND AVE,4,2023-03-08T04:25:00,SHADYSIDE,705,-79.9254183,40.45787855
5328,Theft,2100 BLK OF SPRING ST,3,2023-03-08T03:35:00,ARLINGTON,5616,-79.97672383,40.4162797
5329,Theft,6200 BLK OF PENN AVE,5,2023-03-08T02:45:00,EAST LIBERTY,1115,-79.92191009,40.46085426
5330,Vehicle Theft,FORBES AVE & OAKLAND AVE,4,2023-03-08T01:45:00,CENTRAL OAKLAND,405,-79.95697107,40.44156385
5331,Theft,400 BLK OF N HIGHLAND AVE,5,2023-03-08T01:05:00,EAST LIBERTY,1115,-79.92217164,40.46515781
5332,Theft,200 BLK OF LODI WAY,2,2023-03-07T23:20:00,LOWER LAWRENCEVILLE,603,-79.96504881,40.46790775
5333,Theft from Vehicle,400 BLK OF MALINE ST,1,2023-03-07T22:03:00,PERRY NORTH,2602,-80.02411915,40.49111
5334,Theft,400 BLK OF MALINE ST,1,2023-03-07T22:03:00,PERRY NORTH,2602,-80.02411915,40.49111
5335,Robbery,5700 BLK OF WALNUT ST,4,2023-03-07T22:00:00,SHADYSIDE,705,-79.92898233,40.45278985
5336,Theft,1900 BLK OF TUSTIN ST,2,2023-03-07T21:10:00,BLUFF,103,-79.97897705,40.43687902
5337,Theft,100 BLK OF 5TH AVE,2,2023-03-07T20:59:00,CENTRAL BUSINESS DISTRICT,201,-80.00287325,40.44140616
5338,Burglary,100 BLK OF WABASH ST,6,2023-03-07T20:37:00,WEST END,5626,-80.03464604,40.43658853
5339,Theft,3100 BLK OF SHADELAND ,1,2023-03-07T18:02:00,MARSHALL-SHADELAND,2715,-80.031558,40.47341
5340,Theft from Vehicle,1900 BLK OF E CARSON ST,3,2023-03-07T16:45:00,SOUTH SIDE FLATS,1702,-79.97778982,40.42884076
5341,Theft,400 BLK OF N HIGHLAND AVE,5,2023-03-07T15:39:00,EAST LIBERTY,1115,-79.92217164,40.46515781
5342,Theft from Vehicle,1300 BLK OF LUZZO CT,5,2023-03-07T14:15:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90010579,40.47218904
5343,Theft,200 BLK OF LOTHROP ST,4,2023-03-07T08:46:00,WEST OAKLAND,402,-79.96092539,40.44223906
5344,Theft,400 BLK OF BRETT ST,6,2023-03-07T04:06:00,WESTWOOD,5631,-80.05666929,40.43242695
5345,Theft,700 BLK OF EXCELSIOR ST,3,2023-03-07T01:00:00,ALLENTOWN,1803,-79.99402652,40.42293207
5346,Theft from Vehicle,1200 BLK OF WOODS RUN AVE,1,2023-03-06T23:41:00,BRIGHTON HEIGHTS,2708,-80.03067516,40.47658336
5347,Theft,500 BLK OF 1ST AVE,2,2023-03-06T21:35:00,CENTRAL BUSINESS DISTRICT,201,-79.99759902,40.43586432
5348,Theft,1000 BLK OF LIBERTY AVE,2,2023-03-06T21:30:00,CENTRAL BUSINESS DISTRICT,201,-79.99596848,40.4437326
5349,Theft,2000 BLK OF PENN AVE,2,2023-03-06T21:14:00,STRIP DISTRICT,203,-79.98363206,40.45162472
5350,Theft,2600 BLK OF WYLIE AVE,2,2023-03-06T20:34:00,MIDDLE HILL,501,-79.96952,40.449289
5351,Theft from Vehicle,2600 BLK OF WYLIE AVE,2,2023-03-06T20:34:00,MIDDLE HILL,501,-79.96952,40.449289
5352,Aggravated Assault,1600 BLK OF E CARSON ST,3,2023-03-06T20:27:00,SOUTH SIDE FLATS,1702,-79.98242169,40.42876243
5353,Theft,500 BLK OF GARNER CT,2,2023-03-06T19:08:00,TERRACE VILLAGE,510,-79.97069237,40.44292989
5354,Burglary,5400 BLK OF CLAYBOURNE ST,4,2023-03-06T19:00:00,SHADYSIDE,709,-79.93738658,40.45527561
5355,Theft,5400 BLK OF CLAYBOURNE ST,4,2023-03-06T19:00:00,SHADYSIDE,709,-79.93738658,40.45527561
5356,Burglary,1200 BLK OF MOHLER ST,5,2023-03-06T18:50:00,HOMEWOOD NORTH,1301,-79.88633784,40.45951879
5357,Theft,4000 BLK OF ST JOHNS WAY,2,2023-03-06T17:57:00,CENTRAL LAWRENCEVILLE,902,-79.96149,40.468748
5358,Aggravated Assault,400 BLK OF S FAIRMOUNT ST,5,2023-03-06T16:50:00,FRIENDSHIP,807,-79.93589717,40.45856419
5359,Theft,<100 BLK OF STRAUSS ST,1,2023-03-06T15:40:00,PERRY SOUTH,2614,-80.01969936,40.46440715
5360,Theft,<100 BLK OF STRAUSS ST,1,2023-03-06T15:40:00,PERRY SOUTH,2614,-80.01969936,40.46440715
5361,Theft from Vehicle,500 BLK OF LOYAL WAY,3,2023-03-06T13:39:00,BELTZHOOVER,5624,-79.99814021,40.41946421
5362,Theft,2000 BLK OF PERRYSVILLE AVE,1,2023-03-06T12:31:00,PERRY SOUTH,2614,-80.01332966,40.46325575
5363,Theft,100 BLK OF 11TH ST,2,2023-03-06T10:23:00,CENTRAL BUSINESS DISTRICT,201,-79.99325514,40.44469886
5364,Theft,2800 BLK OF SHADELAND AVE,1,2023-03-06T09:58:00,MARSHALL-SHADELAND,2715,-80.03021695,40.47008408
5365,Theft from Vehicle,900 BLK OF WOODS RUN AVE,1,2023-03-06T07:50:00,BRIGHTON HEIGHTS,2708,-80.02593202,40.48083953
5366,Vehicle Theft,CATOMA ST & LANARK ST,1,2023-03-06T04:58:00,FINEVIEW,2509,-80.00417329,40.46057551
5367,Theft,LIBERTY AVE & MARKET ST,2,2023-03-06T00:07:00,CENTRAL BUSINESS DISTRICT,201,-80.00178976,40.44192483
5368,Theft,400 BLK OF SMITHFIELD ST,2,2023-03-05T20:47:00,CENTRAL BUSINESS DISTRICT,201,-79.9990625,40.43920592
5369,Theft,2000 BLK OF WHARTON ST,3,2023-03-05T20:45:00,SOUTH SIDE FLATS,1702,-79.97660708,40.43113193
5370,Theft,1500 BLK OF SUPERIOR AVE,1,2023-03-05T20:05:00,MARSHALL-SHADELAND,2704,-80.03249361,40.4660057
5371,Theft,4100 BLK OF WILLOW ST,2,2023-03-05T19:55:00,CENTRAL LAWRENCEVILLE,901,-79.9641902,40.47188965
5372,Theft from Vehicle,300 BLK OF SUNNYLAND AVE,3,2023-03-05T19:39:00,CARRICK,2904,-79.98561792,40.3824891
5373,Theft,2300 BLK OF HAZELTON ST,1,2023-03-05T19:05:00,PERRY SOUTH,2614,-80.00619337,40.46746602
5374,Theft,1000 BLK OF BROOKLINE BLVD,6,2023-03-05T19:00:00,BROOKLINE,1919,-80.01729429,40.39230701
5375,Robbery,100 BLK OF S HIGHLAND AVE,5,2023-03-05T17:35:00,EAST LIBERTY,1115,-79.9253719,40.46021776
5376,Theft,300 BLK OF CEDAR AVE,1,2023-03-05T17:27:00,EAST ALLEGHENY,5632,-79.99967238,40.45150127
5377,Vehicle Theft,OSGOOD ST & TARPON WAY,1,2023-03-05T13:53:00,FINEVIEW,2509,-80.0066252,40.46426001
5378,Theft from Vehicle,2900 BLK OF PENN AVE,2,2023-03-05T13:02:00,STRIP DISTRICT,203,-79.97413753,40.45764579
5379,Theft from Vehicle,2900 BLK OF PENN AVE,2,2023-03-05T13:02:00,STRIP DISTRICT,203,-79.97413753,40.45764579
5380,Aggravated Assault,2800 BLK OF MURRAY AVE,4,2023-03-05T06:22:00,SQUIRREL HILL SOUTH,1414,-79.92573437,40.42759517
5381,Vehicle Theft,IDLEWILD ST & N LANG AVE,5,2023-03-05T06:00:00,HOMEWOOD NORTH,1301,-79.89816443,40.45883719
5382,Aggravated Assault,E CARSON ST & S 17TH ST,3,2023-03-05T05:28:00,SOUTH SIDE FLATS,1702,-79.98204758,40.42883492
5383,Aggravated Assault,1100 BLK OF BLACKADORE AVE,4,2023-03-05T05:15:00,SOUTH OAKLAND,409,-79.959906,40.431184
5384,Theft,2000 BLK OF WHARTON ST,3,2023-03-05T04:10:00,SOUTH SIDE FLATS,1702,-79.978241,40.430498
5385,Vehicle Theft,1100 BLK OF WHEELER ST,5,2023-03-05T04:07:00,HOMEWOOD NORTH,1301,-79.88487835,40.4583719
5386,Theft,2700 BLK OF MERWYN AVE,6,2023-03-05T02:31:00,SHERADEN,5625,-80.04817098,40.45342798
5387,Theft,1600 BLK OF CRUCIBLE ST,6,2023-03-05T00:57:00,CRAFTON HEIGHTS,2814,-80.05478951,40.44606946
5388,Theft,200 BLK OF STATION SQUARE DR,3,2023-03-05T00:42:00,SOUTH SHORE,9807,-80.002207,40.431528
5389,Theft,100 BLK OF STATION SQUARE DR,3,2023-03-05T00:24:00,SOUTH SHORE,1921,-80.004022,40.432965
5390,Theft,5200 BLK OF STANTON AVE,2,2023-03-04T22:50:00,UPPER LAWRENCEVILLE,1011,-79.95198178,40.47771727
5391,Theft,4500 BLK OF LIBERTY AVE,5,2023-03-04T22:00:00,BLOOMFIELD,903,-79.95105692,40.46296806
5392,Theft,400 BLK OF N HIGHLAND AVE,5,2023-03-04T21:53:00,EAST LIBERTY,1115,-79.92217164,40.46515781
5393,Theft,800 BLK OF HALE ST,5,2023-03-04T21:13:00,HOMEWOOD SOUTH,1304,-79.88674037,40.45479707
5394,Theft,2000 BLK OF WHARTON ST,3,2023-03-04T20:34:00,SOUTH SIDE FLATS,1702,-79.97660708,40.43113193
5395,Robbery,100 BLK OF S 17TH ST,3,2023-03-04T18:47:00,SOUTH SIDE FLATS,1702,-79.98213329,40.429401
5396,Theft,1300 BLK OF E CARSON ST,3,2023-03-04T18:20:00,SOUTH SIDE FLATS,1702,-79.98464142,40.42858822
5397,Theft,5600 BLK OF WELLESLEY AVE,5,2023-03-04T18:12:00,HIGHLAND PARK,1102,-79.92544114,40.4743126
5398,Theft,1100 BLK OF LINCOLN AVE,5,2023-03-04T17:09:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90087319,40.46444194
5399,Theft,1600 BLK OF VILLAGE RD,6,2023-03-04T16:30:00,FAIRYWOOD,5630,-80.07545275,40.45060724
5400,Burglary,100 BLK OF LAFAYETTE AVE,1,2023-03-04T14:55:00,PERRY SOUTH,2614,-80.01046733,40.46515616
5401,Theft,100 BLK OF LAFAYETTE AVE,1,2023-03-04T14:55:00,PERRY SOUTH,2614,-80.01046733,40.46515616
5402,Theft,3200 BLK OF E CARSON ST,3,2023-03-04T14:35:00,SOUTH SIDE FLATS,1609,-79.96015962,40.42307052
5403,Theft,1000 BLK OF FREEPORT RD,5,2023-03-04T14:00:00,LINCOLN-LEMINGTON-BELMAR,9800,-79.88751593,40.48795915
5404,Aggravated Assault,SARAH ST & S 10TH ST,3,2023-03-04T13:09:00,SOUTH SIDE FLATS,1702,-79.98854735,40.42768702
5405,Theft,1700 BLK OF MURRAY AVE,4,2023-03-04T10:40:00,SQUIRREL HILL SOUTH,1413,-79.92315141,40.43791694
5406,Theft,2700 BLK OF STELLA ST,3,2023-03-04T09:43:00,SOUTH SIDE SLOPES,1608,-79.96896055,40.42253536
5407,Aggravated Assault,5700 BLK OF FORWARD AVE,4,2023-03-04T07:37:00,SQUIRREL HILL SOUTH,1413,-79.9247791,40.42923786
5408,Burglary,2300 BLK OF WEBSTER AVE,2,2023-03-04T05:41:00,MIDDLE HILL,501,-79.97587394,40.44803865
5409,Robbery,2800 BLK OF CALIFORNIA AVE,1,2023-03-04T05:22:00,MARSHALL-SHADELAND,2715,-80.03560877,40.46955556
5410,Theft,5300 BLK OF BAUM BLVD,5,2023-03-04T00:45:00,BLOOMFIELD,806,-79.93910057,40.45691152
5411,Theft,100 BLK OF SHALER ST,3,2023-03-03T22:51:00,DUQUESNE HEIGHTS,1911,-80.024201,40.439416
5412,Theft,1000 BLK OF FORT DUQUESNE BLVD,2,2023-03-03T22:49:00,CENTRAL BUSINESS DISTRICT,201,-79.99524489,40.44551089
5413,Theft,<100 BLK OF CARRIE ST,1,2023-03-03T22:20:00,FINEVIEW,2509,-80.00224272,40.46118635
5414,Theft,2300 BLK OF EAST HILLS DR,5,2023-03-03T21:49:00,EAST HILLS,1306,-79.87137107,40.45573504
5415,Theft,1200 BLK OF SCHIMMER ST,1,2023-03-03T20:25:00,MARSHALL-SHADELAND,2715,-80.02952025,40.47345852
5416,Theft,2000 BLK OF WHARTON ST,3,2023-03-03T19:50:00,SOUTH SIDE FLATS,1702,-79.978241,40.430498
5417,Theft from Vehicle,6300 BLK OF HOWE ST,4,2023-03-03T19:00:00,SHADYSIDE,708,-79.9204718,40.45449917
5418,Theft,1000 BLK OF BRUSHTON AVE,5,2023-03-03T18:30:00,HOMEWOOD NORTH,1301,-79.88806292,40.45784022
5419,Theft,4800 BLK OF FORBES AVE,4,2023-03-03T17:15:00,SQUIRREL HILL NORTH,1401,-79.94555627,40.44429716
5420,Vehicle Theft,7300 BLK OF FINANCE ST,5,2023-03-03T16:40:00,HOMEWOOD SOUTH,1303,-79.8961213,40.45225574
5421,Theft from Vehicle,900 BLK OF BEAVER AVE,1,2023-03-03T12:12:00,CHATEAU,9806,-80.02942009,40.45053167
5422,Theft from Vehicle,900 BLK OF BEAVER AVE,1,2023-03-03T12:12:00,CHATEAU,9806,-80.02942009,40.45053167
5423,Theft from Vehicle,1500 BLK OF BEDFORD AVE,2,2023-03-03T11:30:00,CRAWFORD-ROBERTS,305,-79.98799222,40.4443157
5424,Burglary,3100 BLK OF ARLINGTON AVE,3,2023-03-03T01:41:00,ARLINGTON HEIGHTS,5616,-79.96363534,40.41788442
5425,Theft,2000 BLK OF SMALLMAN ST,2,2023-03-03T01:30:00,STRIP DISTRICT,203,-79.98398144,40.45198289
5426,Theft,500 BLK OF 52ND ST,6,2023-03-03T01:30:00,SHERADEN,2018,-80.053522,40.458525
5427,Theft,1600 BLK OF FALLOWFIELD AVE,6,2023-03-03T01:01:00,BEECHVIEW,1920,-80.02387883,40.40950103
