OBJECTID,CALL_TYPE_FINAL,LOCATION,CURR_DGROUP,callCreatedDateTime,NEIGHBORHOOD,MAP_PAGE,x,y
216,Theft,4000 BLK OF VINCETON ST,1,2023-09-24T05:30:00,PERRY NORTH,2602,-80.02236838,40.49189019
217,Aggravated Assault,200 BLK OF NORTH SHORE DR,1,2023-09-24T05:24:00,NORTH SHORE,9812,-80.00755481,40.44636014
218,Theft from Vehicle,3900 BLK OF BIGELOW BLVD,4,2023-09-24T04:39:00,NORTH OAKLAND,5620,-79.9542939,40.45472019
219,Robbery,5600 BLK OF BAUM BLVD,5,2023-09-24T04:01:00,FRIENDSHIP,807,-79.93518621,40.45773439
220,Theft,4600 BLK OF CENTRE AVE,4,2023-09-24T03:46:00,NORTH OAKLAND,5620,-79.95153349,40.45184346
221,Vehicle Theft,2800 BLK OF PENN AVE,2,2023-09-24T03:45:00,STRIP DISTRICT,203,-79.97480062,40.45720373
222,Theft,JOHNSTON AVE & GLENWOOD AVE,4,2023-09-24T02:41:00,HAZELWOOD,5623,-79.93971957,40.40646373
223,Theft,100 BLK OF CHUCK NOLL WAY,1,2023-09-24T01:30:00,NORTH SHORE,2205,-80.011073,40.446779
224,Theft,1100 BLK OF FREDONIA ST,6,2023-09-24T01:04:00,CRAFTON HEIGHTS,2814,-80.04235143,40.44480055
225,Robbery,1600 BLK OF LOWRIE ST,1,2023-09-24T00:18:00,TROY HILL,2406,-79.98305747,40.46243997
226,Theft from Vehicle,2500 BLK OF WADSWORTH ST,4,2023-09-24T00:10:00,WEST OAKLAND,402,-79.96703265,40.44298514
227,Theft,5400 BLK OF BEELER ST,4,2023-09-23T22:30:00,SQUIRREL HILL NORTH,1401,-79.93220405,40.44533619
228,Robbery,5600 BLK OF 2ND AVE,4,2023-09-23T21:26:00,HAZELWOOD,5623,-79.93896784,40.40051823
229,Theft,5600 BLK OF 2ND AVE,4,2023-09-23T21:26:00,HAZELWOOD,5623,-79.93896784,40.40051823
230,Theft from Vehicle,300 BLK OF N NEVILLE ST,4,2023-09-23T21:21:00,NORTH OAKLAND,5620,-79.94971427,40.45171755
231,Theft,900 BLK OF FREEPORT RD,5,2023-09-23T20:35:00,LINCOLN-LEMINGTON-BELMAR,9800,-79.89431722,40.48808182
232,Theft,2700 BLK OF E CARSON ST,3,2023-09-23T20:24:00,SOUTH SIDE FLATS,1609,-79.96718027,40.42731634
233,Theft,1500 BLK OF WEST LIBERTY AVE,6,2023-09-23T19:50:00,BEECHVIEW,1916,-80.01536521,40.4108437
234,Theft,1000 BLK OF FORT DUQUESNE BLVD,2,2023-09-23T18:09:00,CENTRAL BUSINESS DISTRICT,201,-79.99524489,40.44551089
235,Theft from Vehicle,2600 BLK OF 5TH AVE,4,2023-09-23T16:36:00,WEST OAKLAND,402,-79.96593765,40.437211
236,Theft from Vehicle,2600 BLK OF WADSWORTH ST,4,2023-09-23T16:30:00,WEST OAKLAND,402,-79.96651972,40.44311415
237,Theft,1100 BLK OF LINCOLN AVE,5,2023-09-23T16:07:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90087319,40.46444194
238,Theft,600 BLK OF LIBERTY AVE,2,2023-09-23T16:00:00,CENTRAL BUSINESS DISTRICT,201,-80.00019706,40.44258604
239,Theft,500 BLK OF LOCKHART ST,1,2023-09-23T15:50:00,EAST ALLEGHENY,5632,-80.00011877,40.45267292
240,Theft,600 BLK OF SMITHFIELD ST,2,2023-09-23T15:39:00,CENTRAL BUSINESS DISTRICT,201,-79.99794346,40.44197665
241,Theft,600 BLK OF SMITHFIELD ST,2,2023-09-23T15:39:00,CENTRAL BUSINESS DISTRICT,201,-79.99794346,40.44197665
242,Theft,3700 BLK OF ALLENDALE CIR,6,2023-09-23T15:30:00,SHERADEN,2022,-80.06324555,40.45962934
243,Homicide,2300 BLK OF EAST HILLS DR,5,2023-09-23T15:06:00,EAST HILLS,1306,-79.87035801,40.45516196
244,Theft from Vehicle,<100 BLK OF WATSON BLVD,1,2023-09-23T14:57:00,PERRY NORTH,2607,-80.01138872,40.47818026
245,Theft from Vehicle,500 BLK OF LOCKHART ST,1,2023-09-23T14:51:00,EAST ALLEGHENY,5632,-80.00011877,40.45267292
246,Vehicle Theft,600 BLK OF SMITHFIELD ST,2,2023-09-23T13:47:00,CENTRAL BUSINESS DISTRICT,201,-79.99770548,40.44258313
247,Theft from Vehicle,3300 BLK OF GLEN MAWR ST,6,2023-09-23T13:26:00,SHERADEN,2018,-80.056257,40.459355
248,Vehicle Theft,3600 BLK OF MIDDLETOWN RD,6,2023-09-23T13:16:00,WINDGAP,5630,-80.07345121,40.45799045
249,Vehicle Theft,3600 BLK OF MIDDLETOWN RD,6,2023-09-23T13:16:00,WINDGAP,5630,-80.07345121,40.45799045
250,Vehicle Theft,3600 BLK OF MIDDLETOWN RD,6,2023-09-23T13:15:00,WINDGAP,5630,-80.07345121,40.45799045
251,Theft,<100 BLK OF ALLEGHENY SQ,1,2023-09-23T13:00:00,ALLEGHENY CENTER,5627,-80.006607,40.45233
252,Theft,600 BLK OF GENERAL ROBINSON ST,1,2023-09-23T10:35:00,NORTH SHORE,5632,-79.998091,40.449327
253,Vehicle Theft,3300 BLK OF GLEN MAWR ST,6,2023-09-23T09:20:00,SHERADEN,2018,-80.056036,40.459421
254,Theft,2300 BLK OF ATMORE ST,1,2023-09-23T06:12:00,MARSHALL-SHADELAND,2704,-80.03057053,40.46289136
255,Vehicle Theft,WEBSTER AVE & ERIN ST,2,2023-09-23T05:52:00,MIDDLE HILL,501,-79.98032477,40.44631273
256,Theft,200 BLK OF JOHNSTON AVE,4,2023-09-23T04:56:00,HAZELWOOD,5623,-79.94062103,40.40643743
257,Theft from Vehicle,1800 BLK OF 5TH AVE,2,2023-09-23T04:52:00,BLUFF,103,-79.98068683,40.43813814
258,Robbery,2300 BLK OF RAILROAD ST,2,2023-09-23T04:27:00,STRIP DISTRICT,203,-79.98337293,40.4546867
259,Shooting (Non Fatal),2100 BLK OF PARK HILL DR,5,2023-09-23T03:41:00,EAST HILLS,1306,-79.87453032,40.45291695
260,Theft,1100 BLK OF LINCOLN AVE,5,2023-09-23T00:43:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90087319,40.46444194
261,Theft,1200 BLK OF WESTERN AVE,1,2023-09-22T23:20:00,MANCHESTER,2107,-80.02196514,40.45120975
262,Theft,2100 BLK OF SIDNEY ST,3,2023-09-22T23:04:00,SOUTH SIDE FLATS,1609,-79.9755699,40.42913397
263,Theft from Vehicle,200 BLK OF NATCHEZ ST,3,2023-09-22T21:55:00,MOUNT WASHINGTON,1914,-80.00968769,40.42935838
264,Theft,1000 BLK OF LIVERPOOL ST,1,2023-09-22T21:40:00,MANCHESTER,2107,-80.02135593,40.4561221
265,Theft,2000 BLK OF WHARTON ST,3,2023-09-22T21:11:00,SOUTH SIDE FLATS,1702,-79.97660708,40.43113193
266,Theft,4100 BLK OF WIND GAP AVE,6,2023-09-22T21:02:00,WINDGAP,2807,-80.077605,40.463792
267,Theft,5600 BLK OF CENTRE AVE,4,2023-09-22T20:31:00,SHADYSIDE,709,-79.93436528,40.45660544
268,Theft,CENTRE AVE & HERRON AVE,2,2023-09-22T20:28:00,TERRACE VILLAGE,501,-79.96487096,40.44877779
269,Theft,200 BLK OF 4TH AVE,2,2023-09-22T20:15:00,CENTRAL BUSINESS DISTRICT,201,-80.002342,40.439682
270,Theft,800 BLK OF PENN AVE,2,2023-09-22T20:00:00,CENTRAL BUSINESS DISTRICT,201,-79.99909277,40.44329071
271,Burglary,2600 BLK OF CENTRE AVE,2,2023-09-22T19:54:00,TERRACE VILLAGE,510,-79.9686074,40.44605225
272,Robbery,3100 BLK OF FADETTE ST,6,2023-09-22T19:43:00,SHERADEN,2022,-80.06504757,40.45161441
273,Vehicle Theft,3100 BLK OF FADETTE ST,6,2023-09-22T19:43:00,SHERADEN,2022,-80.06504757,40.45161441
274,Theft,4600 BLK OF FORBES AVE,4,2023-09-22T19:30:00,NORTH OAKLAND,404,-79.94810608,40.44469023
275,Theft,500 BLK OF SMITHFIELD ST,2,2023-09-22T18:40:00,CENTRAL BUSINESS DISTRICT,201,-79.998564,40.43981
276,Theft,<100 BLK OF ALLEGHENY SQ,1,2023-09-22T18:00:00,ALLEGHENY CENTER,2204,-80.0053,40.453076
277,Theft,5400 BLK OF KEYSTONE ST,2,2023-09-22T18:00:00,UPPER LAWRENCEVILLE,1011,-79.94955914,40.48177943
278,Theft,800 BLK OF PENNSYLVANIA AVE,1,2023-09-22T17:43:00,CALIFORNIA-KIRKBRIDE,2507,-80.01579434,40.45641523
279,Aggravated Assault,5000 BLK OF 2ND AVE,4,2023-09-22T17:27:00,HAZELWOOD,5623,-79.94338298,40.40849576
280,Theft from Vehicle,200 BLK OF S MATHILDA ST,5,2023-09-22T15:00:00,BLOOMFIELD,809,-79.94683886,40.46452253
281,Theft,300 BLK OF MADELINE ST,3,2023-09-22T14:39:00,CARRICK,2902,-79.98131197,40.39408484
282,Vehicle Theft,3800 BLK OF ALLENDALE CIR,6,2023-09-22T14:30:00,SHERADEN,2022,-80.06243612,40.45891045
283,Theft from Vehicle,300 BLK OF MELWOOD AVE,4,2023-09-22T14:29:00,NORTH OAKLAND,5620,-79.95148698,40.45274039
284,Vehicle Theft,800 BLK OF WOODLLOW ST,6,2023-09-22T10:40:00,CRAFTON HEIGHTS,2814,-80.050951,40.446737
285,Robbery,1000 BLK OF WESTERN AVE,1,2023-09-22T09:46:00,ALLEGHENY WEST,5627,-80.018896,40.451518
286,Burglary,300 BLK OF N ATLANTIC AVE,5,2023-09-22T06:08:00,GARFIELD,1017,-79.93833999,40.46635813
287,Theft,600 BLK OF KIRKPATRICK ST,2,2023-09-22T05:53:00,MIDDLE HILL,501,-79.97722372,40.44672016
288,Aggravated Assault,38TH ST & PENN AVE,2,2023-09-22T04:13:00,LOWER LAWRENCEVILLE,603,-79.9614996,40.46459323
289,Theft,4700 BLK OF PLUMMER ST,2,2023-09-22T00:17:00,CENTRAL LAWRENCEVILLE,901,-79.95850644,40.47553565
290,Theft,2000 BLK OF WHARTON ST,3,2023-09-22T00:03:00,SOUTH SIDE FLATS,1702,-79.97723033,40.43140625
291,Theft from Vehicle,200 BLK OF S PACIFIC AVE,5,2023-09-21T22:44:00,BLOOMFIELD,806,-79.94045657,40.46335063
292,Robbery,500 BLK OF N HIGHLAND AVE,5,2023-09-21T22:22:00,EAST LIBERTY,1113,-79.92216928,40.46626744
293,Theft from Vehicle,2400 BLK OF WYLIE AVE,2,2023-09-21T20:55:00,MIDDLE HILL,501,-79.97268487,40.44746847
294,Theft,2400 BLK OF BROWNSVILLE RD,3,2023-09-21T19:54:00,CARRICK,2904,-79.98455731,40.38739624
295,Theft,400 BLK OF N HIGHLAND AVE,5,2023-09-21T17:11:00,EAST LIBERTY,1115,-79.92217164,40.46515781
296,Theft,400 BLK OF N HIGHLAND AVE,5,2023-09-21T16:51:00,EAST LIBERTY,1115,-79.92217164,40.46515781
297,Theft,3700 BLK OF WAPELLO ST,1,2023-09-21T16:15:00,BRIGHTON HEIGHTS,2708,-80.03290124,40.48434408
298,Theft,400 BLK OF SEMPLE ST,4,2023-09-21T15:52:00,CENTRAL OAKLAND,406,-79.95476957,40.43672306
299,Theft from Vehicle,200 BLK OF MARSHALL AVE,1,2023-09-21T15:30:00,PERRY SOUTH,2615,-80.0140169,40.47469895
300,Theft from Vehicle,3900 BLK OF BIGELOW BLVD,4,2023-09-21T15:00:00,NORTH OAKLAND,5620,-79.95447888,40.45492682
301,Theft,400 BLK OF N HIGHLAND AVE,5,2023-09-21T14:47:00,EAST LIBERTY,1115,-79.92217164,40.46515781
302,Theft,2100 BLK OF LOS ANGELES AVE,6,2023-09-21T13:25:00,BEECHVIEW,1920,-80.02882451,40.40415719
303,Burglary,1600 BLK OF S DALLAS AVE,4,2023-09-21T13:03:00,POINT BREEZE,1406,-79.912057,40.441542
304,Vehicle Theft,1600 BLK OF S DALLAS AVE,4,2023-09-21T13:03:00,POINT BREEZE,1406,-79.912057,40.441542
305,Aggravated Assault,600 BLK OF OMAHA ST,3,2023-09-21T12:02:00,MOUNT WASHINGTON,1903,-80.01409755,40.4304992
306,Burglary,3800 BLK OF ACORN ST,4,2023-09-21T11:18:00,GREENFIELD,1516,-79.9499612,40.42648476
307,Theft,4700 BLK OF CENTRE AVE,5,2023-09-21T11:15:00,BLOOMFIELD,804,-79.94909187,40.45343099
308,Theft,100 BLK OF RHINE PL,1,2023-09-21T07:13:00,SPRING HILL-CITY VIEW,2620,-79.99370602,40.46736307
309,Theft,7300 BLK OF MONTICELLO ST,5,2023-09-21T04:10:00,HOMEWOOD NORTH,1302,-79.89247539,40.45865529
310,Aggravated Assault,1700 BLK OF BELLEAU DR,1,2023-09-21T03:12:00,FINEVIEW,2509,-80.00671872,40.46106555
311,Theft,1000 BLK OF FREEPORT RD,5,2023-09-20T23:18:00,LINCOLN-LEMINGTON-BELMAR,9800,-79.89020132,40.48844555
312,Theft,400 BLK OF GRANT ST,2,2023-09-20T21:06:00,CENTRAL BUSINESS DISTRICT,201,-79.99685618,40.43810669
313,Theft,5800 BLK OF PHILLIPS AVE,4,2023-09-20T20:20:00,SQUIRREL HILL SOUTH,1408,-79.92286042,40.43225292
314,Theft,1600 BLK OF 5TH AVE,2,2023-09-20T20:15:00,CRAWFORD-ROBERTS,305,-79.98365806,40.43864695
315,Theft,6200 BLK OF PENN AVE,5,2023-09-20T19:50:00,EAST LIBERTY,1115,-79.92191009,40.46085426
316,Burglary,2500 BLK OF WOODWARD AVE,6,2023-09-20T19:45:00,BROOKLINE,1919,-80.02439284,40.39862721
317,Theft,<100 BLK OF O'HARA PL,2,2023-09-20T19:25:00,LOWER LAWRENCEVILLE,603,-79.962518,40.4623
318,Burglary,1900 BLK OF LETSCHE ST,1,2023-09-20T19:21:00,FINEVIEW,2509,-80.00831458,40.4631391
319,Theft,1900 BLK OF LETSCHE ST,1,2023-09-20T19:21:00,FINEVIEW,2509,-80.00831458,40.4631391
320,Theft,300 BLK OF 5TH AVE,2,2023-09-20T17:41:00,CENTRAL BUSINESS DISTRICT,201,-79.99977384,40.44029613
321,Robbery,300 BLK OF 5TH AVE,2,2023-09-20T17:41:00,CENTRAL BUSINESS DISTRICT,201,-79.99977384,40.44029613
322,Theft,300 BLK OF N MURTLAND ST,4,2023-09-20T15:25:00,POINT BREEZE NORTH,1405,-79.902829,40.452547
323,Burglary,300 BLK OF BELONDA ST,3,2023-09-20T14:08:00,MOUNT WASHINGTON,1914,-80.01135611,40.42983209
324,Theft from Vehicle,900 BLK OF SARAH ST,3,2023-09-20T13:49:00,SOUTH SIDE FLATS,1702,-79.98919081,40.42774965
325,Theft,6300 BLK OF MARCHAND ST,4,2023-09-20T13:43:00,SHADYSIDE,708,-79.91990753,40.45668006
326,Theft,4700 BLK OF GANGWISH ST,5,2023-09-20T13:00:00,BLOOMFIELD,903,-79.9514933,40.46397955
327,Theft from Vehicle,BINGHAM ST & S 13TH ST,3,2023-09-20T12:41:00,SOUTH SIDE FLATS,1702,-79.98535637,40.42944164
328,Theft,200 BLK OF E ELIZABETH ST,4,2023-09-20T12:38:00,HAZELWOOD,5623,-79.94136473,40.40718365
329,Theft from Vehicle,BINGHAM ST & BEDFORD SQ,3,2023-09-20T11:57:00,SOUTH SIDE FLATS,1702,-79.98667499,40.42941131
330,Shooting (Non Fatal),400 BLK OF PARKWOOD RD,3,2023-09-20T08:39:00,MT. OLIVER,5617,-79.98096335,40.41396412
331,Robbery,E CARSON ST & S 24TH ST,3,2023-09-20T03:09:00,SOUTH SIDE FLATS,1609,-79.97116747,40.42821123
332,Theft,2500 BLK OF CHAUNCEY DR,2,2023-09-20T00:50:00,BEDFORD DWELLINGS,509,-79.97228321,40.45185914
333,Theft,1000 BLK OF BROWNSVILLE RD,3,2023-09-20T00:01:00,CARRICK,2902,-79.99183129,40.40629597
334,Theft,5800 BLK OF ELWOOD ST,4,2023-09-19T22:30:00,SHADYSIDE,705,-79.92830568,40.4533633
335,Theft,5400 BLK OF WALNUT ST,4,2023-09-19T22:30:00,SHADYSIDE,703,-79.93483696,40.45072386
336,Theft from Vehicle,1200 BLK OF GROTTO ST,5,2023-09-19T22:30:00,LINCOLN-LEMINGTON-BELMAR,5619,-79.89686312,40.46537522
337,Theft from Vehicle,CENTRE AVE & WANDLESS ST,2,2023-09-19T22:00:00,TERRACE VILLAGE,501,-79.96531033,40.44861285
338,Theft,1600 BLK OF E CARSON ST,3,2023-09-19T21:52:00,SOUTH SIDE FLATS,1702,-79.982373,40.428995
339,Burglary,3100 BLK OF TERRACE ST,4,2023-09-19T21:00:00,WEST OAKLAND,402,-79.96742761,40.44020781
340,Theft from Vehicle,500 BLK OF BROOKLINE BLVD,6,2023-09-19T21:00:00,BROOKLINE,1918,-80.02296614,40.39553099
341,Vehicle Theft,5800 BLK OF STANTON AVE,5,2023-09-19T20:30:00,EAST LIBERTY,1113,-79.92267758,40.47001498
342,Burglary,5200 BLK OF KEYSTONE ST,2,2023-09-19T19:53:00,UPPER LAWRENCEVILLE,1011,-79.95290582,40.47896715
343,Theft,2200 BLK OF E CARSON ST,3,2023-09-19T19:33:00,SOUTH SIDE FLATS,1609,-79.97397718,40.42815745
344,Theft,ROBINSON ST & WADSWORTH ST,4,2023-09-19T19:18:00,WEST OAKLAND,510,-79.96606294,40.44337717
345,Theft from Vehicle,ROBINSON ST & WADSWORTH ST,4,2023-09-19T19:18:00,WEST OAKLAND,510,-79.96606294,40.44337717
346,Theft,8200 BLK OF FRANKSTOWN AVE,5,2023-09-19T19:02:00,EAST HILLS,1306,-79.88144759,40.45492783
347,Theft,1000 BLK OF E CARSON ST,3,2023-09-19T17:38:00,SOUTH SIDE FLATS,1702,-79.98798569,40.42842213
348,Theft from Vehicle,200 BLK OF KINGSBORO ST,3,2023-09-19T17:36:00,MOUNT WASHINGTON,1807,-80.00212502,40.42193286
349,Burglary,6300 BLK OF AURELIA ST,4,2023-09-19T17:21:00,SHADYSIDE,708,-79.92101905,40.45753044
350,Theft,400 BLK OF N HIGHLAND AVE,5,2023-09-19T16:55:00,EAST LIBERTY,1115,-79.92217164,40.46515781
351,Robbery,500 BLK OF E NORTH AVE,1,2023-09-19T16:40:00,CENTRAL NORTHSIDE,2206,-80.00209956,40.45663015
352,Theft,300 BLK OF CEDAR AVE,1,2023-09-19T16:30:00,EAST ALLEGHENY,5632,-79.99967238,40.45150127
353,Theft,100 BLK OF N SHERIDAN AVE,5,2023-09-19T16:29:00,EAST LIBERTY,1115,-79.92343296,40.46183857
354,Theft,MONTOOTH ST & PROXIM WAY,3,2023-09-19T16:00:00,BELTZHOOVER,5624,-80.00599881,40.41939544
355,Homicide,700 BLK OF EXCELSIOR ST,3,2023-09-19T14:45:00,ALLENTOWN,1803,-79.99461846,40.42297
356,Theft,400 BLK OF WOOD ST,2,2023-09-19T13:15:00,CENTRAL BUSINESS DISTRICT,201,-80.00107682,40.43942518
357,Theft,900 BLK OF SAW MILL RUN BLVD,3,2023-09-19T12:40:00,BON AIR,1806,-80.007078,40.411217
358,Theft,100 BLK OF E MCKEAN ST,3,2023-09-19T12:30:00,SOUTH SHORE,1921,-79.9998,40.430888
359,Burglary,5100 BLK OF HOLMES ST,2,2023-09-19T12:19:00,UPPER LAWRENCEVILLE,1011,-79.95264398,40.47819726
360,Theft from Vehicle,6100 BLK OF BROAD ST,5,2023-09-19T11:15:00,EAST LIBERTY,1115,-79.92251943,40.46208227
361,Aggravated Assault,100 BLK OF ART ROONEY AVE,1,2023-09-19T05:45:00,NORTH SHORE,9812,-80.01484173,40.44535909
362,Burglary,300 BLK OF NORTH SHORE DR,1,2023-09-19T05:25:00,NORTH SHORE,9812,-80.01050654,40.44586136
363,Theft,300 BLK OF NORTH SHORE DR,1,2023-09-19T05:25:00,NORTH SHORE,9812,-80.01050654,40.44586136
364,Theft,800 BLK OF E WARRINGTON AVE,3,2023-09-19T02:58:00,ALLENTOWN,1803,-79.9934665,40.42217005
365,Theft,2900 BLK OF GLEN MAWR ST,6,2023-09-19T00:30:00,SHERADEN,2018,-80.05214,40.456363
366,Theft from Vehicle,BROWNELL ST & S GRAHAM ST,4,2023-09-19T00:30:00,SHADYSIDE,709,-79.93524223,40.4544765
367,Burglary,800 BLK OF SOUTHERN AVE,3,2023-09-18T23:45:00,MOUNT WASHINGTON,1915,-80.0138205,40.41875077
368,Theft,6000 BLK OF PENN AVE,5,2023-09-18T22:12:00,EAST LIBERTY,1115,-79.92399299,40.46150239
369,Aggravated Assault,1400 BLK OF LOCUST ST,2,2023-09-18T21:31:00,BLUFF,103,-79.98545538,40.43603601
370,Theft from Vehicle,300 BLK OF SMITH WAY,3,2023-09-18T20:25:00,MOUNT WASHINGTON,1915,-80.00715567,40.42396029
371,Theft,ESTELLA AVE & CLIMAX ST,3,2023-09-18T20:23:00,BELTZHOOVER,1809,-80.000484,40.419948
372,Aggravated Assault,STRAWBERRY WAY & MONTOUR WAY,2,2023-09-18T20:08:00,CENTRAL BUSINESS DISTRICT,201,-79.99677655,40.44195624
373,Vehicle Theft,200 BLK OF FEDERAL ST,1,2023-09-18T18:01:00,NORTH SHORE,5632,-80.00420481,40.44877683
374,Theft,5200 BLK OF PENN AVE,5,2023-09-18T17:56:00,BLOOMFIELD,809,-79.94060558,40.46446289
375,Theft,5200 BLK OF PENN AVE,5,2023-09-18T17:56:00,BLOOMFIELD,809,-79.94060558,40.46446289
376,Theft,500 BLK OF MT PLEASANT RD,1,2023-09-18T17:54:00,NORTHVIEW HEIGHTS,2609,-79.99979265,40.47767031
377,Theft,3600 BLK OF FORBES AVE,4,2023-09-18T17:52:00,CENTRAL OAKLAND,405,-79.9574405,40.44026447
378,Theft from Vehicle,3600 BLK OF FORBES AVE,4,2023-09-18T17:52:00,CENTRAL OAKLAND,405,-79.9574405,40.44026447
379,Theft,5400 BLK OF ELLSWORTH AVE,4,2023-09-18T17:14:00,SHADYSIDE,703,-79.93571339,40.45297084
380,Theft from Vehicle,2400 BLK OF PLAINVIEW AVE,6,2023-09-18T17:00:00,BROOKLINE,1919,-80.02255613,40.39905576
381,Theft from Vehicle,100 BLK OF S 21ST ST,3,2023-09-18T16:00:00,SOUTH SIDE FLATS,1609,-79.976099,40.425663
382,Theft,3700 BLK OF FORBES AVE,4,2023-09-18T15:52:00,CENTRAL OAKLAND,405,-79.95762175,40.44125904
383,Theft,2600 BLK OF BROWNSVILLE RD,3,2023-09-18T15:49:00,CARRICK,2904,-79.97880106,40.3854423
384,Theft,600 BLK OF PRESSLEY ST,1,2023-09-18T15:40:00,EAST ALLEGHENY,5632,-79.99849756,40.45169975
385,Theft,600 BLK OF PRESSLEY ST,1,2023-09-18T15:40:00,EAST ALLEGHENY,5632,-79.99849756,40.45169975
386,Theft,2600 BLK OF BROWNSVILLE RD,3,2023-09-18T15:28:00,CARRICK,2904,-79.97851122,40.38502722
387,Theft,3200 BLK OF E CARSON ST,3,2023-09-18T15:22:00,SOUTH SIDE FLATS,1609,-79.96015962,40.42307052
388,Burglary,2400 BLK OF BEDFORD AVE,2,2023-09-18T15:18:00,BEDFORD DWELLINGS,509,-79.97341071,40.45057859
389,Theft,6100 BLK OF MONITOR ST,4,2023-09-18T15:00:00,SQUIRREL HILL SOUTH,1414,-79.92608965,40.42573229
390,Theft,100 BLK OF BAYARD PL,4,2023-09-18T14:18:00,SHADYSIDE,709,-79.94688274,40.45033148
391,Theft,800 BLK OF ROSSMORE AVE,6,2023-09-18T14:11:00,BROOKLINE,1919,-80.01779639,40.39424291
392,Theft from Vehicle,<100 BLK OF MARTERA PL,6,2023-09-18T14:04:00,CRAFTON HEIGHTS,2814,-80.05561617,40.44490187
393,Robbery,1ST AVE & SMITHFIELD ST,2,2023-09-18T13:30:00,CENTRAL BUSINESS DISTRICT,201,-80.0005463,40.43723478
394,Theft,2400 BLK OF EDGAR ST,3,2023-09-18T12:30:00,CARRICK,2904,-79.9825278,40.38629238
395,Theft from Vehicle,BIGELOW BLVD & N DITHRIDGE ST,4,2023-09-18T12:30:00,NORTH OAKLAND,506,-79.95415366,40.45281588
396,Burglary,200 BLK OF N AIKEN AVE,5,2023-09-18T12:24:00,GARFIELD,1017,-79.93589,40.465998
397,Theft,200 BLK OF N AIKEN AVE,5,2023-09-18T12:24:00,GARFIELD,1017,-79.93589,40.465998
398,Burglary,400 BLK OF 5TH AVE,2,2023-09-18T12:21:00,CENTRAL BUSINESS DISTRICT,201,-79.99870716,40.44035902
399,Theft,400 BLK OF 5TH AVE,2,2023-09-18T12:21:00,CENTRAL BUSINESS DISTRICT,201,-79.99870716,40.44035902
400,Theft from Vehicle,100 BLK OF S WHITFIELD ST,5,2023-09-18T12:20:00,EAST LIBERTY,1115,-79.92653651,40.46093831
401,Theft from Vehicle,100 BLK OF S WHITFIELD ST,5,2023-09-18T12:08:00,EAST LIBERTY,1115,-79.92653651,40.46093831
402,Theft,3400 BLK OF KINCAID ST,5,2023-09-18T11:12:00,GARFIELD,1114,-79.935383,40.46613
403,Theft from Vehicle,200 BLK OF SHADY AVE,4,2023-09-18T10:10:00,SHADYSIDE,708,-79.92245384,40.45841701
404,Burglary,2900 BLK OF BEDFORD AVE,2,2023-09-18T08:23:00,BEDFORD DWELLINGS,509,-79.9682482,40.45275821
405,Aggravated Assault,1400 BLK OF ALTON ST,6,2023-09-18T07:45:00,BEECHVIEW,1916,-80.02127648,40.41274189
406,Vehicle Theft,<100 BLK OF ELMONT ST,6,2023-09-18T06:32:00,CRAFTON HEIGHTS,2815,-80.05605845,40.4389832
407,Theft,900 BLK OF E CARSON ST,3,2023-09-18T06:12:00,SOUTH SIDE FLATS,1702,-79.98900111,40.42898458
408,Burglary,900 BLK OF MEMORY LN,2,2023-09-18T04:30:00,BEDFORD DWELLINGS,509,-79.98079749,40.44894962
409,Robbery,900 BLK OF MEMORY LN,2,2023-09-18T04:30:00,BEDFORD DWELLINGS,509,-79.98079749,40.44894962
410,Vehicle Theft,3200 BLK OF FARONIA ST,6,2023-09-18T02:13:00,SHERADEN,2022,-80.06692166,40.45175144
411,Burglary,500 BLK OF EAST END AVE,4,2023-09-18T01:13:00,POINT BREEZE,1406,-79.89598266,40.44230515
412,Robbery,2800 BLK OF BROWNSVILLE RD,3,2023-09-18T01:06:00,CARRICK,2904,-79.97752924,40.38344202
413,Robbery,2300 BLK OF SPRING GARDEN AVE,1,2023-09-18T00:13:00,SPRING GARDEN,2412,-79.98658124,40.47155732
414,Theft,ZONE 6 PITTSBURGH POLICE ,6,2023-09-18T00:00:00,WEST END,2019,-80.032163,40.442039
415,Burglary,300 BLK OF ADDISON ST,2,2023-09-17T22:01:00,TERRACE VILLAGE,511,-79.97723814,40.44302923
416,Vehicle Theft,<100 BLK OF BAKERY SQUARE WAY,5,2023-09-17T21:40:00,LARIMER,1208,-79.91518503,40.45712303
417,Theft,6000 BLK OF CENTRE AVE,4,2023-09-17T21:27:00,SHADYSIDE,705,-79.9265974,40.45919142
418,Theft,4100 BLK OF BUTLER ST,2,2023-09-17T21:20:00,CENTRAL LAWRENCEVILLE,901,-79.961515,40.469534
419,Theft,5600 BLK OF CENTRE AVE,4,2023-09-17T20:18:00,SHADYSIDE,709,-79.93436528,40.45660544
420,Theft,7600 BLK OF FRANKSTOWN AVE,5,2023-09-17T20:00:00,HOMEWOOD SOUTH,1304,-79.8894345,40.45565966
421,Theft from Vehicle,7600 BLK OF FRANKSTOWN AVE,5,2023-09-17T20:00:00,HOMEWOOD SOUTH,1304,-79.8894345,40.45565966
422,Theft from Vehicle,700 BLK OF S 21ST ST,3,2023-09-17T19:21:00,SOUTH SIDE FLATS,1609,-79.9760992,40.42566335
